# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Oct  3 05:09:39 2025
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN disposition:    Archive Disposition
# COLUMN disp_refname:   Archive Disposition Reference
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,disposition,disp_refname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
K2-180 b,K2-180,0,CONFIRMED,Mayo et al. 2018,1,1,Transit,2018,K2,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,8.86528860869,0.00018843426,-0.00018843426,0,,,,,4.28539694,6.51906440,-6.51906440,0,0.38231817,0.58159297,-0.58159297,0,,,,,,,,,,,,,,53.9861,,,0,691.34,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5368.00,127.01,-127.01,0,0.697439,0.038955,-0.038955,0,,,,,,,,,,4.719540,0.086979,-0.086979,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h25m51.45s,126.4643579,+10d14m47.68s,10.2465770,203.89600000,1.74200000,-1.71200000,12.5570000,0.0460000,-0.0460000,10.6770000,0.0260000,-0.0260000,12.4039000,0.0002000,-0.0002000,2024-02-05,2017-07,2024-02-05
K2-180 b,K2-180,0,CONFIRMED,Mayo et al. 2018,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,8.86720900000,0.00106800000,-0.00101600000,0,0.0753000000,0.0010000000,-0.0010000000,0,2.31000000,0.16000000,-0.16000000,0,0.20608440,0.01427424,-0.01427424,0,,,,,,,,,,,,,,,,,,731.00,11.00,-11.00,0,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,,5358.00,65.00,-65.00,0,0.720000,0.010000,-0.010000,0,0.720000,0.030000,-0.030000,0,-0.5400,0.0600,-0.0600,0,[Fe/H],4.580000,0.030000,-0.030000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h25m51.45s,126.4643579,+10d14m47.68s,10.2465770,203.89600000,1.74200000,-1.71200000,12.5570000,0.0460000,-0.0460000,10.6770000,0.0260000,-0.0260000,12.4039000,0.0002000,-0.0002000,2018-10-24,2018-12,2018-10-26
K2-180 b,K2-180,0,CONFIRMED,Mayo et al. 2018,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,8.86560000000,0.00040000000,-0.00040000000,0,,,,,2.13000000,0.11000000,-0.05000000,0,0.19002620,0.00981356,-0.00446071,0,9.40000000,2.20000000,-2.20000000,0,0.02957571,0.00692197,-0.00692197,0,Mass,,,,,48.3000,5.2000,-4.7000,0,672.00,17.00,-17.00,0,0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,,5166.00,100.00,-100.00,0,0.638000,0.020000,-0.020000,0,0.670000,0.020000,-0.020000,0,-0.7100,0.0450,-0.0450,0,[Fe/H],4.630000,0.081000,-0.081000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h25m51.45s,126.4643579,+10d14m47.68s,10.2465770,203.89600000,1.74200000,-1.71200000,12.5570000,0.0460000,-0.0460000,10.6770000,0.0260000,-0.0260000,12.4039000,0.0002000,-0.0002000,2025-09-17,2025-06,2025-09-17
K2-180 b,K2-180,1,CONFIRMED,Mayo et al. 2018,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=THYGESEN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..155T/abstract target=ref>Thygesen et al. 2023</a>,8.86566300000,0.00001100000,-0.00001000000,0,0.0756000000,0.0012000000,-0.0010000000,0,2.46597575,0.10984801,-0.09639723,0,0.22000000,0.00980000,-0.00860000,0,11.41003981,2.38371305,-2.16123317,0,0.03590000,0.00750000,-0.00680000,0,Mass,0.075000,0.080000,-0.051000,0,,,,,797.50,8.40,-8.50,0,0,<a refstr=THYGESEN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..155T/abstract target=ref>Thygesen et al. 2023</a>,,5365.00,92.00,-92.00,0,0.719000,0.025000,-0.023000,0,0.735000,0.035000,-0.029000,0,-0.5780,0.0790,-0.0800,0,[Fe/H],4.591000,0.034000,-0.033000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h25m51.45s,126.4643579,+10d14m47.68s,10.2465770,203.89600000,1.74200000,-1.71200000,12.5570000,0.0460000,-0.0460000,10.6770000,0.0260000,-0.0260000,12.4039000,0.0002000,-0.0002000,2024-11-20,2023-04,2024-11-20
K2-181 b,K2-181,0,CONFIRMED,Mayo et al. 2018,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,6.89425200000,0.00043000000,-0.00042600000,0,,,,,2.70624391,0.30846547,-0.18364802,0,0.24143491,0.02751945,-0.01638398,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5609.00,50.00,-50.00,0,0.999244,0.077057,-0.041150,0,1.043879,0.023942,-0.028795,0,0.4200,0.0800,-0.0800,0,[Fe/H],4.460000,0.100000,-0.100000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h30m12.99s,127.5541103,+10d54m36.52s,10.9101444,360.91100000,5.35100000,-5.20100000,12.6690000,0.1030000,-0.1030000,11.0260000,0.0210000,-0.0210000,12.5618000,0.0001890,-0.0001890,2018-10-24,2018-03,2018-02-15
K2-181 b,K2-181,0,CONFIRMED,Mayo et al. 2018,1,1,Transit,2018,K2,Published Candidate,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,6.89428700000,0.00075700000,-0.00075900000,0,,,,,2.80000000,0.40000000,-0.30000000,0,0.25000000,0.04000000,-0.03000000,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,,,,,,1.110000,,,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h30m12.99s,127.5541103,+10d54m36.52s,10.9101444,360.91100000,5.35100000,-5.20100000,12.6690000,0.1030000,-0.1030000,11.0260000,0.0210000,-0.0210000,12.5618000,0.0001890,-0.0001890,2017-12-14,2018-01,2017-12-14
K2-181 b,K2-181,1,CONFIRMED,Mayo et al. 2018,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,6.89410000000,0.00043000000,-0.00043000000,0,,,,,2.69000000,0.21000000,-0.09000000,0,0.23998614,0.01873498,-0.00802928,0,,,,,,,,,,,,,,192.0000,22.0000,-21.0000,0,949.00,26.00,-26.00,0,0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,,5528.00,100.00,-100.00,0,1.060000,0.042000,-0.042000,0,0.960000,0.040000,-0.040000,0,0.1800,0.0470,-0.0470,0,[Fe/H],4.350000,0.085000,-0.085000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h30m12.99s,127.5541103,+10d54m36.52s,10.9101444,360.91100000,5.35100000,-5.20100000,12.6690000,0.1030000,-0.1030000,11.0260000,0.0210000,-0.0210000,12.5618000,0.0001890,-0.0001890,2025-09-17,2025-06,2025-09-17
K2-181 b,K2-181,0,CONFIRMED,Mayo et al. 2018,1,1,Transit,2018,K2,Published Candidate,0,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,6.89300000000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5573.00,152.82,-94.27,0,1.057340,0.046221,-0.065287,0,0.983000,0.126906,-0.119942,0,,,,,,4.382190,0.077566,-0.077514,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h30m12.99s,127.5541103,+10d54m36.52s,10.9101444,360.91100000,5.35100000,-5.20100000,12.6690000,0.1030000,-0.1030000,11.0260000,0.0210000,-0.0210000,12.5618000,0.0001890,-0.0001890,2016-07-18,2016-10,2016-07-18
K2-181 b,K2-181,0,CONFIRMED,Mayo et al. 2018,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=THYGESEN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..155T/abstract target=ref>Thygesen et al. 2023</a>,6.89381300000,0.00001100000,-0.00001100000,0,0.0714000000,0.0014000000,-0.0014000000,0,2.83587212,0.21297063,-0.15692573,0,0.25300000,0.01900000,-0.01400000,0,,,,,,,,,,0.400000,0.300000,-0.220000,0,,,,,1015.00,13.00,-13.00,0,0,<a refstr=THYGESEN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..155T/abstract target=ref>Thygesen et al. 2023</a>,,5520.00,100.00,-110.00,0,1.040000,0.043000,-0.039000,0,1.022000,0.060000,-0.058000,0,0.3850,0.0570,-0.0570,0,[Fe/H],4.413000,0.047000,-0.050000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h30m12.99s,127.5541103,+10d54m36.52s,10.9101444,360.91100000,5.35100000,-5.20100000,12.6690000,0.1030000,-0.1030000,11.0260000,0.0210000,-0.0210000,12.5618000,0.0001890,-0.0001890,2024-11-20,2023-04,2024-11-20
K2-181 b,K2-181,0,CONFIRMED,Mayo et al. 2018,1,1,Transit,2018,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,6.89442000000,0.00025000000,-0.00024000000,0,,,,,3.17000000,0.28000000,-0.51000000,0,0.28300000,0.02500000,-0.04500000,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,1.071000,0.066000,-0.054000,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h30m12.99s,127.5541103,+10d54m36.52s,10.9101444,360.91100000,5.35100000,-5.20100000,12.6690000,0.1030000,-0.1030000,11.0260000,0.0210000,-0.0210000,12.5618000,0.0001890,-0.0001890,2019-09-05,2019-09,2019-09-05
K2-181 b,K2-181,0,CONFIRMED,Mayo et al. 2018,1,1,Transit,2018,K2,Published Candidate,0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,6.89424037000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5573.00,152.82,-94.27,0,1.057340,0.046221,-0.065287,0,0.983000,0.126906,-0.119942,0,,,,,,4.382190,0.077566,-0.077514,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h30m12.99s,127.5541103,+10d54m36.52s,10.9101444,360.91100000,5.35100000,-5.20100000,12.6690000,0.1030000,-0.1030000,11.0260000,0.0210000,-0.0210000,12.5618000,0.0001890,-0.0001890,2016-12-21,2016-10,2016-12-21
K2-181 b,K2-181,0,CONFIRMED,Mayo et al. 2018,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,6.89425600000,0.00070400000,-0.00072200000,0,0.0706000000,0.0010000000,-0.0010000000,0,2.84000000,0.20000000,-0.20000000,0,0.25336783,0.01784280,-0.01784280,0,,,,,,,,,,,,,,,,,,962.00,20.00,-20.00,0,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,,5608.00,91.00,-91.00,0,1.070000,0.020000,-0.020000,0,0.990000,0.040000,-0.040000,0,0.2300,0.0600,-0.0600,0,[Fe/H],4.380000,0.030000,-0.030000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h30m12.99s,127.5541103,+10d54m36.52s,10.9101444,360.91100000,5.35100000,-5.20100000,12.6690000,0.1030000,-0.1030000,11.0260000,0.0210000,-0.0210000,12.5618000,0.0001890,-0.0001890,2018-10-24,2018-12,2018-10-26
K2-182 b,K2-182,0,CONFIRMED,Mayo et al. 2018,1,1,Transit,2018,K2,Published Candidate,0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,4.73730765000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5180.60,66.50,-147.97,0,0.790862,0.051899,-0.029779,0,0.878000,0.123324,-0.091525,0,0.1550,0.0240,-0.0240,0,[M/H],4.585360,0.076931,-0.081999,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h40m43.21s,130.1800460,+10d58m58.62s,10.9829509,154.83000000,1.25600000,-1.23600000,11.8330000,0.0690000,-0.0690000,9.9130000,0.0230000,-0.0230000,11.7202000,0.0005890,-0.0005890,2016-12-21,2016-10,2016-12-21
K2-182 b,K2-182,0,CONFIRMED,Mayo et al. 2018,1,1,Transit,2018,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,4.73689300000,0.00004800000,-0.00005000000,0,,,,,2.86000000,0.15000000,-0.22000000,0,0.25500000,0.01300000,-0.02000000,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.822000,0.041000,-0.040000,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h40m43.21s,130.1800460,+10d58m58.62s,10.9829509,154.83000000,1.25600000,-1.23600000,11.8330000,0.0690000,-0.0690000,9.9130000,0.0230000,-0.0230000,11.7202000,0.0005890,-0.0005890,2019-09-05,2019-09,2019-09-05
K2-182 b,K2-182,1,CONFIRMED,Mayo et al. 2018,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=THYGESEN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..155T/abstract target=ref>Thygesen et al. 2023</a>,4.73696960000,0.00000170000,-0.00000170000,0,0.0517400000,0.0007500000,-0.0007000000,0,2.71257333,0.11096891,-0.09079274,0,0.24200000,0.00990000,-0.00810000,0,20.97667486,5.40308292,-5.08525451,0,0.06600000,0.01700000,-0.01600000,0,Mass,0.071000,0.110000,-0.051000,0,,,,,965.80,10.00,-9.80,0,0,<a refstr=THYGESEN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..155T/abstract target=ref>Thygesen et al. 2023</a>,,5128.00,79.00,-80.00,0,0.789000,0.025000,-0.023000,0,0.823000,0.036000,-0.033000,0,0.0220,0.0770,-0.0660,0,[Fe/H],4.560000,0.029000,-0.032000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h40m43.21s,130.1800460,+10d58m58.62s,10.9829509,154.83000000,1.25600000,-1.23600000,11.8330000,0.0690000,-0.0690000,9.9130000,0.0230000,-0.0230000,11.7202000,0.0005890,-0.0005890,2024-11-20,2023-04,2024-11-20
K2-182 b,K2-182,0,CONFIRMED,Mayo et al. 2018,1,1,Transit,2018,K2,Published Candidate,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,4.73683400000,0.00008200000,-0.00008400000,0,,,,,2.90000000,0.20000000,-0.10000000,0,0.26000000,0.02000000,-0.01000000,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,,,,,,0.820000,,,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h40m43.21s,130.1800460,+10d58m58.62s,10.9829509,154.83000000,1.25600000,-1.23600000,11.8330000,0.0690000,-0.0690000,9.9130000,0.0230000,-0.0230000,11.7202000,0.0005890,-0.0005890,2017-12-14,2018-01,2017-12-14
K2-182 b,K2-182,0,CONFIRMED,Mayo et al. 2018,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,4.73683700000,0.00007900000,-0.00008100000,0,0.0529000000,0.0003000000,-0.0003000000,0,2.76000000,0.07000000,-0.07000000,0,0.24623071,0.00624498,-0.00624498,0,,,,,,,,,,,,,,,,,,885.00,10.00,-10.00,0,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,,5165.00,50.00,-50.00,0,0.800000,0.010000,-0.010000,0,0.880000,0.020000,-0.020000,0,0.0900,0.0500,-0.0500,0,[Fe/H],4.580000,0.010000,-0.010000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h40m43.21s,130.1800460,+10d58m58.62s,10.9829509,154.83000000,1.25600000,-1.23600000,11.8330000,0.0690000,-0.0690000,9.9130000,0.0230000,-0.0230000,11.7202000,0.0005890,-0.0005890,2018-10-24,2018-12,2018-10-26
